orf_id,Ensembl
Q6UXH1,
Q6UXH8,
Q6UXI9,
Q6UXK2,
Q6UXL0,
Q6UXN8,
Q6UXN9,
Q6UXS9,
Q6UXT8,ENST00000358543.9 [Q6UXT8-1];ENST00000523939.1 [Q6UXT8-2];
Q6UXV0,
Q6UXV4,
Q6UXX9,
Q6UXY1,
Q6UXZ0,
Q6UXZ3,ENST00000375352.1;
Q6UXZ4,
Q6UY09,
Q6UY14,
Q6V0I7,
Q6V0L0,
Q6V1X1,
Q6VAB6,
Q6VB84,
Q6VEQ5,
Q6VMQ6,
Q6VN20,
Q6VVB1,
Q6VVX0,
Q6VY07,
Q6W0C5,ENST00000345088.3;
Q6W2J9,
Q6W4X9,
Q6W5P4,
Q6WCQ1,
Q6WKZ4,
Q6WN34,
Q6WRI0,
Q6X4U4,
Q6X4W1,
Q6XD76,ENST00000342331.5;
Q6XE24,
Q6XPS3,
Q6XQN6,
Q6XR72,
Q6XUX3,
Q6XYQ8,
Q6XZB0,
Q6XZF7,
Q6Y1H2,
Q6Y288,
Q6Y7W6,
Q6YBV0,
Q6YHK3,
Q6YHU6,
Q6YN16,
Q6YP21,
Q6ZMB0,
Q6ZMC9,
Q6ZMG9,
Q6ZMH5,
Q6ZMI0,
Q6ZMI3,
Q6ZMJ2,
Q6ZMJ4,
Q6ZMM2,
Q6ZMQ8,
Q6ZMR5,
Q6ZMS7,
Q6ZMT1,
Q6ZMT4,
Q6ZMU5,
Q6ZMZ0,
Q6ZMZ3,
Q6ZN04,
Q6ZN16,
Q6ZN17,
Q6ZN18,
Q6ZN30,
Q6ZN44,
Q6ZN55,
Q6ZN57,
Q6ZNA4,
Q6ZNB7,
Q6ZNC8,
Q6ZNE5,
Q6ZNE9,
Q6ZNG0,
Q6ZNH5,
Q6ZNJ1,
Q6ZNK6,ENST00000537858.2;
Q6ZNL6,
Q6ZNX1,
Q6ZP29,
Q6ZP80,
Q6ZP82,
Q6ZPD8,
Q6ZQN7,
Q6ZQW0,
Q6ZQX7,
Q6ZQY3,
Q6ZR08,
Q6ZR37,
Q6ZRF8,
Q6ZRI0,
Q6ZRP7,
Q6ZRQ5,
Q6ZRS2,
Q6ZRV2,
Q6ZRY4,
Q6ZS10,
Q6ZS17,
Q6ZSA7,
Q6ZSB9,
Q6ZSG1,
Q6ZSJ9,
Q6ZSM3,
Q6ZSS7,
Q6ZSY5,
Q6ZSZ5,
Q6ZSZ6,
Q6ZT12,
Q6ZT21,
Q6ZT62,
Q6ZT89,
Q6ZT98,
Q6ZTN6,
Q6ZTQ4,
Q6ZTR5,
Q6ZU15,
Q6ZU35,
Q6ZU52,
Q6ZU64,
Q6ZU80,
Q6ZUI0,
Q6ZUJ8,
Q6ZUM4,
Q6ZUT1,
Q6ZUT3,
Q6ZUX7,
Q6ZV29,
Q6ZV65,
Q6ZV73,
Q6ZVD7,
Q6ZVD8,
Q6ZVE7,ENST00000308302.4;
Q6ZVK8,
Q6ZVM7,
Q6ZVN8,
Q6ZVT0,
Q6ZW31,
Q6ZW49,
Q6ZW61,
Q6ZW76,
Q6ZWH5,
Q6ZWJ1,
Q6ZWK4,ENST00000331555.10;ENST00000582070.3;ENST00000603488.5;
Q6ZWL3,
Q6ZWT7,
Q6ZXV5,
Q6ZYL4,ENST00000607778.2;ENST00000689809.1;ENST00000691867.1;
Q701N4,ENST00000412090.2;ENST00000612541.2;ENST00000628787.1;
Q702N8,
Q709C8,
Q709F0,
Q70CQ1,
Q70CQ2,
Q70CQ3,
Q70CQ4,
Q70E73,
Q70EK8,
Q70EK9,
Q70EL1,
Q70EL2,
Q70EL3,
Q70EL4,
Q70HW3,
Q70IA6,
Q70IA8,
Q70J99,
Q70JA7,
Q70SY1,
Q70UQ0,
Q70YC4,
Q70YC5,
Q70Z35,
Q70Z44,
Q712K3,
Q719H9,
Q71DI3,ENST00000331491.2;ENST00000369158.2;ENST00000403683.2;
Q71F23,
Q71F56,
Q71H61,
Q71RC2,
Q71RG4,
Q71RS6,
Q71SY5,
Q71U36,
Q71UI9,ENST00000222690.10 [Q71UI9-2];ENST00000308153.9 [Q71UI9-1];ENST00000349299.7 [Q71UI9-3];ENST00000350771.7 [Q71UI9-4];ENST00000381124.9 [Q71UI9-5];
Q71UM5,ENST00000330964.10;
Q75N03,
Q75N90,
Q75QN2,
Q75T13,
Q75V66,
Q75WM6,
Q765P7,
Q76EJ3,
Q76FK4,
Q76I76,
Q76L83,
Q76LX8,
Q76M96,
Q76MJ5,
Q76N32,
Q76N89,
Q76NI1,
Q7KYR7,
Q7KZ85,
Q7KZF4,
Q7KZI7,
Q7KZN9,
Q7L014,
Q7L099,
Q7L0J3,
Q7L0Q8,
Q7L0X0,
Q7L0Y3,
Q7L190,
Q7L1I2,
Q7L1Q6,
Q7L1S5,
Q7L1T6,
Q7L1W4,
Q7L266,
Q7L273,
Q7L2E3,
Q7L2H7,
Q7L2J0,
Q7L2R6,
Q7L2Z9,
Q7L3B6,
Q7L3V2,
Q7L4E1,
Q7L4I2,
Q7L4P6,
Q7L513,
Q7L523,
Q7L576,
Q7L590,
Q7L591,
Q7L592,
Q7L5A3,
Q7L5A8,
Q7L5D6,
Q7L5L3,
Q7L5N1,
Q7L5N7,
Q7L5Y1,
Q7L5Y6,
Q7L5Y9,
Q7L622,
Q7L775,
Q7L7L0,ENST00000366695.3;ENST00000645741.1;ENST00000689584.1;ENST00000691624.1;
Q7L7V1,
Q7L7X3,
Q7L804,
Q7L8A9,
Q7L8C5,
Q7L8J4,
Q7L8L6,
Q7L8S5,
Q7L8W6,
Q7L9L4,
Q7LBC6,
Q7LBE3,
Q7LBR1,ENST00000526991.3;
Q7LC44,
Q7LDG7,
Q7LFL8,
Q7LFX5,
Q7LG56,
Q7LGA3,
Q7LGC8,
Q7RTN6,
Q7RTP0,
Q7RTP6,
Q7RTR0,
Q7RTR2,
Q7RTS1,ENST00000314018.2;ENST00000609256.2;
Q7RTS3,
Q7RTS7,
Q7RTS9,
Q7RTT9,
Q7RTU1,
Q7RTU3,
Q7RTU4,
Q7RTU7,
Q7RTV0,ENST00000216252.4;
Q7RTW8,
Q7RTX0,
Q7RTX1,
Q7RTX7,
Q7RTY0,
Q7RTY1,
Q7RTZ1,
Q7Z2D5,
Q7Z2E3,
Q7Z2H8,
Q7Z2K6,
Q7Z2W4,
Q7Z2W7,
Q7Z2X4,
Q7Z2Y5,
Q7Z2Z1,
Q7Z2Z2,
Q7Z333,
Q7Z353,
Q7Z392,
Q7Z3B1,
Q7Z3B3,
Q7Z3B4,
Q7Z3C6,
Q7Z3E1,
Q7Z3E5,
Q7Z3H0,
Q7Z3I7,
Q7Z3J2,
Q7Z3K3,
Q7Z3K6,
Q7Z3S7,
Q7Z3S9,
Q7Z3T8,
Q7Z3U7,
Q7Z3Y7,
Q7Z3Y8,
Q7Z3Y9,
Q7Z3Z0,
Q7Z3Z2,ENST00000367002.5;ENST00000680073.1;
Q7Z3Z4,
Q7Z401,
Q7Z403,
Q7Z406,
Q7Z407,
Q7Z410,
Q7Z412,
Q7Z417,
Q7Z418,
Q7Z419,
Q7Z429,
Q7Z434,
Q7Z442,
Q7Z443,
Q7Z449,
Q7Z460,
Q7Z465,
Q7Z478,
Q7Z494,
Q7Z4F1,
Q7Z4G1,ENST00000355801.4 [Q7Z4G1-2];ENST00000377615.7 [Q7Z4G1-1];ENST00000682242.1 [Q7Z4G1-1];
Q7Z4H4,ENST00000395737.2;ENST00000395738.2;
Q7Z4H7,
Q7Z4H8,
Q7Z4I7,
Q7Z4K8,
Q7Z4L5,
Q7Z4N2,
Q7Z4N8,
Q7Z4P5,
Q7Z4S6,
Q7Z4T8,
Q7Z4T9,
Q7Z4V0,
Q7Z4V5,
Q7Z4W1,
Q7Z4W3,ENST00000334063.6;
Q7Z569,
Q7Z570,
Q7Z589,
Q7Z591,
Q7Z5A7,ENST00000358295.9 [Q7Z5A7-2];ENST00000402357.6 [Q7Z5A7-1];ENST00000406880.1 [Q7Z5A7-3];
Q7Z5B4,
Q7Z5G4,ENST00000357743.9 [Q7Z5G4-1];ENST00000405786.3 [Q7Z5G4-3];ENST00000518270.6 [Q7Z5G4-1];ENST00000687203.1 [Q7Z5G4-1];ENST00000694872.1 [Q7Z5G4-1];ENST00000694873.1 [Q7Z5G4-1];ENST00000694875.1 [Q7Z5G4-1];ENST00000694877.1 [Q7Z5G4-3];ENST00000694878.1 [Q7Z5G4-3];ENST00000694883.1 [Q7Z5G4-3];ENST00000694884.1 [Q7Z5G4-1];ENST00000694886.1 [Q7Z5G4-1];ENST00000694887.1 [Q7Z5G4-1];ENST00000694911.1 [Q7Z5G4-1];ENST00000694916.1 [Q7Z5G4-1];
Q7Z5H3,
Q7Z5J1,
Q7Z5J4,
Q7Z5K2,
Q7Z5L2,
Q7Z5L7,
Q7Z5L9,
Q7Z5N4,
Q7Z5P4,
Q7Z5P9,
Q7Z5Q1,
Q7Z5Q5,
Q7Z5R6,
Q7Z5V6,
Q7Z5W3,
Q7Z5Y6,
Q7Z602,
Q7Z614,
Q7Z624,
Q7Z628,
Q7Z698,
Q7Z699,
Q7Z6A9,
Q7Z6B0,
Q7Z6B7,
Q7Z6E9,
Q7Z6G3,
Q7Z6G8,
Q7Z6I5,ENST00000334325.2;
Q7Z6I6,
Q7Z6J0,
Q7Z6J4,
Q7Z6J6,
Q7Z6J8,
Q7Z6J9,
Q7Z6K1,
Q7Z6K5,
Q7Z6L0,
Q7Z6L1,
Q7Z6M1,
Q7Z6M3,
Q7Z6M4,
Q7Z6R9,
Q7Z6V5,ENST00000237283.9 [Q7Z6V5-1];ENST00000606514.5 [Q7Z6V5-2];
Q7Z6Z7,
Q7Z739,
Q7Z769,
Q7Z794,
Q7Z7A1,
Q7Z7A4,
Q7Z7B0,
Q7Z7B1,
Q7Z7C7,
Q7Z7C8,
Q7Z7D3,
Q7Z7E8,
Q7Z7F0,
Q7Z7G0,
Q7Z7G1,
Q7Z7G2,ENST00000299721.3;
Q7Z7G8,
Q7Z7H3,
Q7Z7H5,
Q7Z7H8,
Q7Z7K6,
Q7Z7L1,
Q7Z7M0,
Q7Z7M8,
Q7Z7M9,
Q7Z7N9,
Q86SE5,
Q86SE8,
Q86SE9,
Q86SF2,
Q86SG2,
Q86SG3,
Q86SG5,ENST00000329256.2;ENST00000368728.2;ENST00000368729.9;
Q86SG6,
Q86SJ2,
Q86SJ6,
Q86SK9,
Q86SQ0,
Q86SQ3,
Q86SQ4,
Q86SQ6,
Q86SQ7,
Q86SQ9,
Q86SR1,
Q86SS6,
Q86SU0,
Q86SX6,ENST00000331334.5;
Q86SZ2,ENST00000330149.10 [Q86SZ2-1];ENST00000347691.9 [Q86SZ2-2];
Q86T03,
Q86T13,
Q86T24,
Q86T26,
Q86T65,
Q86T82,
Q86T90,
Q86T96,
Q86TB3,
Q86TB9,
Q86TC9,
Q86TG1,
Q86TG7,
Q86TH1,
Q86TI0,
Q86TI2,
Q86TJ2,
Q86TL0,
Q86TL2,
Q86TM3,
Q86TM6,
Q86TP1,
Q86TS9,ENST00000355151.9 [Q86TS9-1];ENST00000397496.7 [Q86TS9-3];ENST00000397505.2 [Q86TS9-4];ENST00000553711.5 [Q86TS9-2];ENST00000555345.5 [Q86TS9-2];ENST00000556840.5 [Q86TS9-2];
Q86TU7,
Q86TV6,
Q86TW2,
Q86TX2,
Q86U06,
Q86U10,
Q86U28,ENST00000554924.1 [Q86U28-2];ENST00000556816.6 [Q86U28-1];
Q86U42,
Q86U44,
Q86U70,
Q86U86,
Q86U90,
Q86UA6,
Q86UC2,
Q86UD0,
Q86UD3,
Q86UD4,
Q86UD5,
Q86UE4,
Q86UE6,
Q86UE8,
Q86UF1,
Q86UG4,
Q86UK0,
Q86UK5,
Q86UK7,
Q86UL3,
Q86UL8,
Q86UN2,
Q86UN3,
Q86UN6,ENST00000334356.2 [Q86UN6-2];ENST00000371422.5 [Q86UN6-3];ENST00000371425.8 [Q86UN6-2];ENST00000371431.8 [Q86UN6-1];
Q86UP0,
Q86UP2,
Q86UP3,
Q86UQ0,
Q86UQ4,
Q86UQ8,
Q86UR1,
Q86UR5,
Q86US8,
Q86UT5,
Q86UT6,
Q86UT8,
Q86UU0,
Q86UU1,
Q86UU5,
Q86UU9,ENST00000326219.5 [Q86UU9-3];ENST00000334568.8 [Q86UU9-1];ENST00000352793.6 [Q86UU9-4];ENST00000398154.5 [Q86UU9-2];ENST00000436235.6 [Q86UU9-5];
Q86UV5,
Q86UV6,
Q86UW1,
Q86UW2,ENST00000334287.3;
Q86UW6,
Q86UW7,
Q86UW9,
Q86UX2,
Q86UX6,
Q86UX7,
Q86UY5,
Q86UY6,
Q86UZ6,
Q86V15,
Q86V20,
Q86V24,
Q86V25,
Q86V40,
Q86V42,
Q86V48,
Q86V81,
Q86V86,
Q86V97,
Q86VB7,
Q86VD1,
Q86VD7,
Q86VD9,
Q86VE0,
Q86VE9,
Q86VF2,
Q86VF5,
Q86VF7,
Q86VH2,
Q86VI3,
Q86VI4,
Q86VK4,
Q86VL8,
Q86VM9,
Q86VN1,
Q86VP1,
Q86VP3,
Q86VP6,
Q86VQ0,
Q86VQ3,
Q86VQ6,
Q86VR2,
Q86VS8,
Q86VV4,
Q86VV8,
Q86VW0,
Q86VW1,
Q86VW2,
Q86VX9,
Q86VY4,
Q86VZ4,
Q86VZ5,
Q86VZ6,
Q86W10,
Q86W24,
Q86W26,
Q86W42,
Q86W47,
Q86W50,
Q86W54,
Q86W56,
Q86W74,
Q86W92,
Q86WA6,
Q86WA8,
Q86WA9,
Q86WB0,
Q86WB7,
Q86WC4,
Q86WD7,
Q86WG3,
Q86WG5,
Q86WH2,
Q86WI1,
Q86WI3,
Q86WJ1,
Q86WK6,
Q86WN1,
Q86WP2,
Q86WQ0,ENST00000331552.12 [Q86WQ0-1];ENST00000420605.7 [Q86WQ0-2];
Q86WR0,
Q86WT6,
Q86WU2,
Q86WV1,
Q86WV5,ENST00000397640.6;
Q86WV6,
Q86WX3,ENST00000334678.8;
Q86X02,
Q86X24,
Q86X29,
Q86X45,
Q86X51,
Q86X52,
Q86X55,
Q86X67,
Q86X95,
Q86XA0,ENST00000341249.11 [Q86XA0-1];ENST00000586752.5 [Q86XA0-2];ENST00000588822.1 [Q86XA0-2];ENST00000590964.5 [Q86XA0-2];ENST00000615984.4 [Q86XA0-1];
Q86XE0,
Q86XE5,
Q86XF0,ENST00000314636.3;ENST00000394221.3;ENST00000461173.5;ENST00000619045.1;
Q86XF7,
Q86XI2,
Q86XJ1,
Q86XK2,
Q86XK3,
Q86XK7,
Q86XL3,
Q86XM0,
Q86XN8,
Q86XP0,
Q86XP1,
Q86XP3,
Q86XQ3,
Q86XR7,
Q86XR8,
Q86XS8,
Q86XT2,
Q86XT4,
Q86XX4,
Q86Y01,
Q86Y07,
Q86Y13,
Q86Y26,
Q86Y33,
Q86Y34,
Q86Y37,
Q86Y38,
Q86Y39,ENST00000308961.5 [Q86Y39-1];ENST00000418389.6 [Q86Y39-2];
Q86Y46,
Q86Y56,
Q86Y78,ENST00000334166.9 [Q86Y78-1];ENST00000392854.4 [Q86Y78-2];ENST00000409381.5 [Q86Y78-1];ENST00000418762.5 [Q86Y78-2];ENST00000651933.1 [Q86Y78-1];
Q86Y82,
Q86Y91,
Q86Y97,
Q86YA3,
Q86YB8,
Q86YC2,
Q86YC3,
Q86YD1,
Q86YD3,
Q86YD5,
Q86YD7,
Q86YF9,
Q86YH6,
Q86YI8,
Q86YJ5,
Q86YJ6,
Q86YJ7,
Q86YL7,ENST00000294489.10 [Q86YL7-3];ENST00000376057.8 [Q86YL7-4];ENST00000376061.8 [Q86YL7-6];ENST00000475043.5 [Q86YL7-5];ENST00000487038.5 [Q86YL7-6];ENST00000513143.5 [Q86YL7-6];ENST00000621990.5 [Q86YL7-1];
Q86YM7,
Q86YN6,
Q86YP4,
Q86YR5,
Q86YR7,
Q86YS3,
Q86YS6,
Q86YS7,
Q86YT5,
Q86YT6,
Q86YT9,
Q86YV0,
Q86YV5,
Q86YV9,
Q86YW0,
Q86YW5,
Q86YW7,ENST00000314140.2;ENST00000621500.2;
Q86YW9,
Q86YZ3,
Q86Z02,
Q86Z14,
Q86Z20,
Q86Z23,
Q8HWS3,
Q8IU54,ENST00000333625.3;
Q8IU57,
Q8IU60,
Q8IU68,
Q8IU80,
Q8IU81,
Q8IU85,
Q8IU89,
Q8IU99,
Q8IUA7,
Q8IUB9,ENST00000390689.3;
Q8IUC1,ENST00000332378.6;
Q8IUC2,ENST00000329621.6;
Q8IUC3,ENST00000621162.1;
Q8IUC4,
Q8IUC6,
Q8IUC8,
Q8IUD2,
Q8IUD6,
Q8IUE6,ENST00000331128.6;
Q8IUF8,
Q8IUG1,ENST00000344363.7;ENST00000575715.2;
Q8IUG5,
Q8IUH3,
Q8IUH4,
Q8IUH5,
Q8IUH8,
Q8IUI8,
Q8IUK5,
Q8IUM7,
Q8IUN9,
Q8IUQ0,
Q8IUQ4,
Q8IUR5,
Q8IUR6,
Q8IUR7,
Q8IUW3,
Q8IUW5,
Q8IUX1,
Q8IUX4,
Q8IUX7,
Q8IUX8,
Q8IUY3,
Q8IUZ5,
Q8IV01,
Q8IV04,
Q8IV08,
Q8IV16,ENST00000622500.2;
Q8IV20,
Q8IV31,
Q8IV36,
Q8IV45,
Q8IV48,
Q8IV53,
Q8IV61,
Q8IV63,
Q8IV76,
Q8IV77,
Q8IVB4,
Q8IVD9,
Q8IVE3,
Q8IVF2,
Q8IVF4,
Q8IVF5,
Q8IVF7,
Q8IVG5,
Q8IVG9,
Q8IVH2,
Q8IVH4,
Q8IVH8,
Q8IVI9,
Q8IVJ1,
Q8IVL0,
Q8IVL1,
Q8IVL5,
Q8IVL6,
Q8IVL8,
Q8IVM0,
Q8IVM8,
Q8IVP5,ENST00000378045.5;
Q8IVP9,
Q8IVQ6,
Q8IVS2,
Q8IVS8,
Q8IVT2,
Q8IVT5,
Q8IVU3,
Q8IVV7,
Q8IVW4,
Q8IVW6,
Q8IVW8,
Q8IW00,
Q8IW19,
Q8IW35,
Q8IW40,
Q8IW41,
Q8IW45,
Q8IW52,
Q8IW75,
Q8IWA4,
Q8IWA5,
Q8IWB1,
Q8IWB6,
Q8IWB7,
Q8IWC1,
Q8IWD4,
Q8IWE2,
Q8IWE4,
Q8IWE5,
Q8IWF2,
Q8IWG1,
Q8IWI9,
Q8IWJ2,
Q8IWK6,
Q8IWL1,
Q8IWL2,
Q8IWL3,
Q8IWL8,ENST00000537309.1;
Q8IWN7,
Q8IWQ3,
Q8IWR1,
Q8IWS0,
Q8IWT0,ENST00000436661.6 [Q8IWT0-2];ENST00000468695.6 [Q8IWT0-1];
Q8IWT1,
Q8IWT3,
Q8IWT6,
Q8IWU2,
Q8IWU4,
Q8IWU5,
Q8IWU6,
Q8IWU9,
Q8IWV1,
Q8IWV2,
Q8IWV7,
Q8IWV8,
Q8IWW6,
Q8IWW8,
Q8IWX5,
Q8IWX7,
Q8IWX8,
Q8IWY4,
Q8IWY9,
Q8IWZ3,
Q8IWZ4,
Q8IWZ5,
Q8IWZ6,
Q8IWZ8,
Q8IX01,
Q8IX03,
Q8IX04,
Q8IX05,
Q8IX07,
Q8IX12,
Q8IX15,
Q8IX19,ENST00000333598.8;
Q8IX21,
Q8IX30,
Q8IX90,
Q8IXA5,
Q8IXB1,
Q8IXB3,ENST00000333813.4;
Q8IXF0,
Q8IXH6,
Q8IXH7,
Q8IXH8,
Q8IXI1,
Q8IXI2,
Q8IXJ6,
Q8IXJ9,
Q8IXK0,
Q8IXK2,
Q8IXL6,
Q8IXL7,ENST00000308259.10 [Q8IXL7-2];ENST00000355192.8 [Q8IXL7-1];ENST00000535664.5 [Q8IXL7-2];ENST00000614640.4 [Q8IXL7-2];ENST00000642404.1 [Q8IXL7-2];ENST00000642411.1 [Q8IXL7-2];ENST00000646299.1 [Q8IXL7-2];
Q8IXM2,ENST00000439424.6 [Q8IXM2-1];ENST00000546495.5 [Q8IXM2-3];ENST00000552402.5 [Q8IXM2-2];
Q8IXM3,ENST00000371443.6;
Q8IXM6,
Q8IXN7,
Q8IXP5,
Q8IXQ5,
Q8IXQ6,
Q8IXQ9,
Q8IXS2,
Q8IXT2,
Q8IXV7,
Q8IXW0,
Q8IXW5,
Q8IXZ2,
Q8IY17,
Q8IY18,
Q8IY21,
Q8IY22,
Q8IY26,
Q8IY31,ENST00000357896.7 [Q8IY31-3];ENST00000395418.8 [Q8IY31-1];ENST00000579419.5 [Q8IY31-4];ENST00000585089.5 [Q8IY31-2];ENST00000585313.5 [Q8IY31-1];
Q8IY33,
Q8IY34,
Q8IY37,
Q8IY49,
Q8IY57,ENST00000327791.8 [Q8IY57-5];ENST00000380790.4 [Q8IY57-3];ENST00000534854.7 [Q8IY57-1];ENST00000555248.2 [Q8IY57-4];
Q8IY63,
Q8IY81,
Q8IY82,
Q8IY84,
Q8IY92,
Q8IY95,
Q8IYA6,
Q8IYA8,
Q8IYB1,
Q8IYB3,
Q8IYB4,
Q8IYB5,
Q8IYB7,
Q8IYB8,
Q8IYD1,
Q8IYD8,
Q8IYE0,
Q8IYE1,
Q8IYF1,
Q8IYF3,
Q8IYG6,
Q8IYH5,
Q8IYI0,
Q8IYI6,
Q8IYI8,
Q8IYJ0,
Q8IYJ1,
Q8IYJ2,
Q8IYJ3,
Q8IYK4,
Q8IYL9,
Q8IYM1,
Q8IYM2,
Q8IYM9,
Q8IYP9,
Q8IYR0,
Q8IYR2,
Q8IYR6,
Q8IYS1,
Q8IYS5,
Q8IYT2,
Q8IYT3,
Q8IYT4,
Q8IYT8,
Q8IYU2,
Q8IYU8,
Q8IYV9,
Q8IYW5,
Q8IYX1,
Q8IYX3,
Q8IYX4,
Q8IYX7,
Q8IYX8,
Q8IYY4,
Q8IZ07,
Q8IZ20,
Q8IZ21,
Q8IZ41,
Q8IZ52,
Q8IZ69,
Q8IZ96,ENST00000332695.11 [Q8IZ96-5];ENST00000333001.10 [Q8IZ96-9];ENST00000336328.10 [Q8IZ96-6];ENST00000379500.7 [Q8IZ96-17];ENST00000457188.6 [Q8IZ96-1];ENST00000528324.5 [Q8IZ96-4];ENST00000528484.5 [Q8IZ96-13];ENST00000529386.5 [Q8IZ96-13];ENST00000531885.5 [Q8IZ96-7];ENST00000533078.5 [Q8IZ96-14];ENST00000533666.5 [Q8IZ96-15];ENST00000533915.5 [Q8IZ96-9];
Q8IZA0,
Q8IZC4,
Q8IZC6,
Q8IZC7,
Q8IZD2,
Q8IZD4,
Q8IZD9,
Q8IZE3,
Q8IZF0,
Q8IZF2,
Q8IZF3,
Q8IZF6,
Q8IZH2,
Q8IZI9,ENST00000413851.3;
Q8IZJ1,
Q8IZJ3,
Q8IZK6,
Q8IZL2,
Q8IZL8,
Q8IZL9,
Q8IZN3,
Q8IZP0,
Q8IZP1,
Q8IZP9,
Q8IZQ1,
Q8IZQ8,
Q8IZR5,
Q8IZT6,
Q8IZT8,
Q8IZU0,ENST00000327220.10 [Q8IZU0-1];ENST00000362066.7 [Q8IZU0-2];ENST00000428477.1 [Q8IZU0-1];ENST00000472522.6 [Q8IZU0-1];ENST00000651278.1 [Q8IZU0-1];
Q8IZU1,
Q8IZU3,
Q8IZU9,
Q8IZV5,
Q8IZW8,
Q8IZX4,
Q8IZY2,
Q8J025,
Q8N0S2,
Q8N0U8,ENST00000360768.5 [Q8N0U8-1];ENST00000434382.2 [Q8N0U8-2];ENST00000648179.1 [Q8N0U8-1];
Q8N0V3,
Q8N0V5,
Q8N0W3,
Q8N0W4,
Q8N0X2,
Q8N0X4,
Q8N0X7,
Q8N0Y2,
Q8N0Z3,
Q8N0Z6,
Q8N100,ENST00000373673.5;
Q8N104,ENST00000335186.3;ENST00000335479.2;ENST00000621252.2;ENST00000645601.2;ENST00000650001.1;ENST00000650390.1;ENST00000650559.1;
Q8N108,
Q8N114,
Q8N119,
Q8N122,
Q8N126,
Q8N130,
Q8N131,
Q8N135,
Q8N137,
Q8N138,ENST00000304046.7 [Q8N138-1];ENST00000394169.5 [Q8N138-1];ENST00000579695.5 [Q8N138-1];ENST00000584220.5 [Q8N138-4];
Q8N139,
Q8N140,
Q8N142,
Q8N144,
Q8N149,
Q8N157,
Q8N158,
Q8N159,
Q8N163,
Q8N165,
Q8N183,ENST00000296597.10;
Q8N187,
Q8N196,
Q8N1A0,
Q8N1B3,
Q8N1B4,
Q8N1C3,
Q8N1E6,
Q8N1F7,
Q8N1F8,
Q8N1G0,
Q8N1G1,
Q8N1G2,
Q8N1H7,
Q8N1I0,
Q8N1K5,
Q8N1L9,
Q8N1M1,
Q8N1N2,
Q8N1N4,
Q8N1Q1,
Q8N1Q8,
Q8N1V2,
Q8N1W1,
Q8N201,
Q8N205,
Q8N257,ENST00000620438.2;ENST00000647549.1;ENST00000693095.1;
Q8N264,
Q8N271,
Q8N2A8,
Q8N2C7,
Q8N2E6,
Q8N2F6,
Q8N2G4,ENST00000345008.6 [Q8N2G4-4];ENST00000397463.3 [Q8N2G4-1];
Q8N2G8,
Q8N2H4,ENST00000243918.10 [Q8N2H4-1];ENST00000372727.5 [Q8N2H4-1];ENST00000426004.5 [Q8N2H4-2];
Q8N2H9,
Q8N2I9,
Q8N2K0,
Q8N2K1,
Q8N2M4,
Q8N2M8,
Q8N2N9,
Q8N2Q7,
Q8N2R0,
Q8N2S1,
Q8N2U9,
Q8N2W9,
Q8N2Y8,
Q8N2Z9,ENST00000309048.8 [Q8N2Z9-1];
Q8N300,ENST00000372521.9;ENST00000372522.5;
Q8N302,
Q8N307,
Q8N335,
Q8N339,ENST00000379818.4;
Q8N344,
Q8N350,
Q8N357,
Q8N370,
Q8N371,
Q8N386,
Q8N387,
Q8N392,
Q8N393,
Q8N394,
Q8N3A8,
Q8N3C0,
Q8N3C7,
Q8N3E9,
Q8N3F0,ENST00000324453.13 [Q8N3F0-1];ENST00000324489.5 [Q8N3F0-3];ENST00000409688.1 [Q8N3F0-4];
Q8N3F8,
Q8N3G9,
Q8N3I7,
Q8N3J2,
Q8N3J3,
Q8N3J5,
Q8N3J6,
Q8N3K9,
Q8N3L3,
Q8N3P4,
Q8N3R9,
Q8N3T1,
Q8N3U4,
Q8N3V7,
Q8N3Y1,
Q8N3Y3,
Q8N3Y7,
Q8N3Z6,
Q8N414,
Q8N423,
Q8N427,
Q8N428,
Q8N441,
Q8N443,
Q8N448,
Q8N465,
Q8N474,
Q8N488,
Q8N490,
Q8N4A0,
Q8N4B1,
Q8N4C6,
Q8N4C7,
Q8N4C8,
Q8N4E7,
Q8N4F0,
Q8N4F4,
Q8N4J0,
Q8N4L2,
Q8N4L8,
Q8N4M1,
Q8N4N3,
Q8N4N8,
Q8N4P3,ENST00000330334.7 [Q8N4P3-2];ENST00000394272.8 [Q8N4P3-1];ENST00000646620.1 [Q8N4P3-1];
Q8N4Q1,ENST00000295767.9 [Q8N4Q1-2];ENST00000396914.4 [Q8N4Q1-1];
Q8N4S9,
Q8N4T0,
Q8N4T8,
Q8N4V1,ENST00000305963.3 [Q8N4V1-1];ENST00000679621.1 [Q8N4V1-1];
Q8N4X5,
Q8N4Y2,
Q8N511,
Q8N539,
Q8N543,
Q8N554,
Q8N556,
Q8N565,
Q8N568,
Q8N573,
Q8N594,
Q8N5A5,
Q8N5B7,
Q8N5C8,
Q8N5D0,
Q8N5D6,
Q8N5F7,
Q8N5G0,ENST00000506197.3 [Q8N5G0-1];
Q8N5G2,
Q8N5H7,
Q8N5I2,
Q8N5I4,
Q8N5J2,
Q8N5K1,ENST00000273986.10;
Q8N5M1,
Q8N5M9,ENST00000647897.1;
Q8N5P1,
Q8N5S9,
Q8N5U6,
Q8N5V2,
Q8N5Y2,
